"filename", "language", "HTML", "TypeScript", "SCSS", "JSON", "comment", "blank", "total"
"/home/peri/Workspaces/frontend8/src/app/transportation/estate-reqservice-form/estate-reqservice-form.component.html", "HTML", 35, 0, 0, 0, 5, 4, 44
"/home/peri/Workspaces/frontend8/src/app/transportation/estate-reqservice-form/estate-reqservice-form.component.scss", "SCSS", 0, 0, 23, 0, 0, 4, 27
"/home/peri/Workspaces/frontend8/src/app/transportation/estate-reqservice-form/estate-reqservice-form.component.spec.ts", "TypeScript", 0, 19, 0, 0, 0, 6, 25
"/home/peri/Workspaces/frontend8/src/app/transportation/estate-reqservice-form/estate-reqservice-form.component.ts", "TypeScript", 0, 41, 0, 0, 1, 6, 48
"/home/peri/Workspaces/frontend8/src/app/transportation/first-form/first-form.component.html", "HTML", 114, 0, 0, 0, 0, 6, 120
"/home/peri/Workspaces/frontend8/src/app/transportation/first-form/first-form.component.scss", "SCSS", 0, 0, 80, 0, 0, 17, 97
"/home/peri/Workspaces/frontend8/src/app/transportation/first-form/first-form.component.ts", "TypeScript", 0, 36, 0, 0, 6, 10, 52
"/home/peri/Workspaces/frontend8/src/app/transportation/frngrp-form/frngrp-form.component.html", "HTML", 64, 0, 0, 0, 3, 4, 71
"/home/peri/Workspaces/frontend8/src/app/transportation/frngrp-form/frngrp-form.component.scss", "SCSS", 0, 0, 0, 0, 0, 1, 1
"/home/peri/Workspaces/frontend8/src/app/transportation/frngrp-form/frngrp-form.component.spec.ts", "TypeScript", 0, 19, 0, 0, 0, 6, 25
"/home/peri/Workspaces/frontend8/src/app/transportation/frngrp-form/frngrp-form.component.ts", "TypeScript", 0, 36, 0, 0, 1, 6, 43
"/home/peri/Workspaces/frontend8/src/app/transportation/furniture-field/furniture-field.component.html", "HTML", 15, 0, 0, 0, 0, 2, 17
"/home/peri/Workspaces/frontend8/src/app/transportation/furniture-field/furniture-field.component.scss", "SCSS", 0, 0, 6, 0, 0, 1, 7
"/home/peri/Workspaces/frontend8/src/app/transportation/furniture-field/furniture-field.component.spec.ts", "TypeScript", 0, 19, 0, 0, 0, 6, 25
